year,value,for_sale,comments,beanie_name
1982,1879.81,0,Neque non velit est neque voluptatem quisquam,Packer
1982,724.01,0,Ipsum labore quisquam quaerat,Pads
2009,1825.88,0,Dolore velit est quiquia voluptatem sed quaerat,Pal
1987,703.84,0,Ipsum sed aliquam neque quiquia porro labore,Palace
2013,1222.81,0,Ut quisquam labore tempora voluptatem ipsum amet,Palms
1983,797.16,0,Amet aliquam labore quisquam,Panama
1992,435.90,0,Ut etincidunt dolor sit neque etincidunt velit neque,Panmunjom
2014,1471.09,0,Voluptatem non etincidunt modi labore,Pansage
2012,214.00,0,Ipsum ut velit quiquia est,Pansy
1988,1092.87,0,Tempora tempora ipsum labore aliquam dolore quaerat magnam,Papa
1992,1439.09,0,Velit ut sed ipsum eius dolor dolor,Papa 2007
2018,725.10,0,Est neque voluptatem dolore consectetur amet eius,Pappa
2007,307.79,0,Neque quiquia dolore amet dolore adipisci,Pappa 2004
1999,1616.35,0,Modi velit voluptatem etincidunt labore eius adipisci ut,Parka
2015,777.50,0,Sed etincidunt dolorem ipsum dolor eius,Patches
1998,1979.71,0,Modi dolor dolorem amet quiquia sit,Patrick Barnacleboy
2004,1087.26,0,Dolorem quisquam est quaerat amet est numquam,Patrick Claus
2012,208.93,0,Voluptatem dolore porro voluptatem quisquam est,Patrick Star
1982,1736.61,0,Ipsum etincidunt consectetur etincidunt eius sed dolorem eius,Patrick Star
2011,202.51,0,Sit quiquia tempora voluptatem aliquam modi,Patrick Star
2010,344.47,0,Velit neque labore labore sed numquam dolore voluptatem,Patriot
2000,1013.16,0,Adipisci consectetur magnam quaerat consectetur dolore amet,Patriot
1983,1438.35,0,Numquam aliquam dolor labore dolor dolor non,Patti
1992,937.06,0,Quisquam neque dolorem ipsum eius est labore,Patti
2009,1929.22,0,Dolor modi est sit aliquam,Patti
2008,981.25,0,Sit ipsum quaerat quiquia quisquam neque,Patti
2003,1022.42,0,Labore non tempora etincidunt non,Patti
1980,206.01,0,Dolorem ut ut sed consectetur,Patti
2014,1001.42,0,Aliquam quiquia labore tempora numquam amet dolor neque,Patti
1988,1731.40,0,Neque quisquam quaerat dolor,Paul
2010,1117.05,0,Amet modi tempora etincidunt sit labore sit voluptatem,Peace
2000,1516.39,0,Est labore numquam eius,Peace
2015,1454.98,0,Voluptatem numquam amet aliquam dolorem,Peace Symbol Bear
1983,1541.91,0,Tempora consectetur dolor sed aliquam magnam ipsum,Peace Symbol Bear
2006,1894.91,0,Quaerat est non non eius eius,Peaches
2016,429.42,0,Ut amet adipisci dolor dolore velit numquam,Peaches
1991,136.94,0,Voluptatem neque adipisci magnam velit numquam sed non,Peanut
2009,1927.03,0,Dolor ut eius labore ut,Peanut
1989,455.90,0,Ut amet amet modi numquam aliquam,Pearl
2009,695.03,0,Sed amet non quiquia sed consectetur labore,Pecan
1998,1316.52,0,Neque labore labore aliquam numquam,Pecan
1996,700.01,0,Tempora labore consectetur adipisci,Pedro Pony
1992,1242.97,0,Ut etincidunt non labore etincidunt dolorem dolor,Peekaboo
2011,17.59,0,Neque adipisci consectetur modi,Peepers
2008,818.40,0,Quisquam tempora etincidunt dolorem velit,Peepers
2018,19.24,0,Modi quaerat neque velit,Peeps
1989,660.15,0,Dolorem dolorem velit consectetur non quaerat,Pegasus
1987,1532.10,0,Est magnam dolore est dolore,Peking
2018,1171.15,0,Consectetur quaerat ipsum est dolor tempora,Pellet
1998,614.28,0,Velit numquam aliquam voluptatem dolorem,Pennsylvania
1983,1499.35,0,Neque amet etincidunt eius etincidunt labore,Pennsylvania Mountain Laurel
1999,1776.07,0,Etincidunt dolor neque numquam quisquam,Peppa
1996,932.22,0,Sit sit eius sit voluptatem modi dolor dolor,Peppa
2006,1748.15,0,Eius modi dolor neque consectetur modi voluptatem neque,Peppa Pig
1984,233.81,0,Neque voluptatem ut quisquam quiquia tempora,Peppa Pig
1989,185.92,0,Ut adipisci non etincidunt,Peppermint
2008,1123.58,0,Porro velit neque sit modi dolorem ipsum consectetur,Peppermint
2005,1800.08,0,Non dolor voluptatem tempora dolore,Peppermint Red
2001,791.30,0,Quaerat tempora tempora porro sit quiquia est ut,Periwinkle
2008,746.39,0,Non etincidunt non quaerat numquam dolor adipisci,Periwinkle
2000,1174.50,0,Neque eius dolorem non consectetur amet dolore amet,Periwinkle
1985,996.62,0,Dolor neque sed etincidunt,Petals
1985,1548.71,0,Voluptatem voluptatem non neque,Peter
1999,186.51,0,Etincidunt dolor dolore numquam,Petunia
2013,1687.69,0,Aliquam non modi ut est eius consectetur velit,Phantom
2019,1174.16,0,Non etincidunt ipsum tempora ut,Philadelphia
2006,843.72,0,Etincidunt numquam labore eius,Philadelphia Eagles
2010,820.43,0,Eius numquam numquam adipisci quaerat voluptatem neque neque,Philadelphia Flyers
2001,454.45,0,Magnam quiquia consectetur labore numquam,Philadelphia Phillies
1995,1529.84,0,Velit ipsum amet magnam eius ut labore quaerat,Picnic
1994,1227.52,0,Modi est ut dolorem non,Pico
1987,1092.15,0,Sed sed ipsum dolore dolore,Pierre
1997,1890.40,0,Aliquam modi dolor consectetur porro consectetur voluptatem ut,Pig
2014,1832.01,0,Dolore est dolorem ut etincidunt est velit,Pikachu
2004,272.85,0,Dolorem est dolor quaerat ut aliquam neque sed,Pilgrim
1992,1853.11,0,Non amet non neque tempora neque dolor velit,Pinata
1981,974.06,0,Neque ut ut numquam dolorem porro,Pinchers
2009,1997.96,0,Quaerat quisquam etincidunt dolorem eius quiquia aliquam,Pinchers
1989,1438.48,0,Adipisci quaerat est aliquam numquam quisquam dolore,Pink Angel Hello Kitty
1998,540.81,0,Adipisci est amet quiquia,Pinkerton
1980,776.46,0,Quisquam velit voluptatem non,Pinkie Pie
2007,1816.47,0,Dolor adipisci non numquam eius etincidunt ut,Pinkie Pie
2007,286.29,0,Porro non dolorem aliquam labore tempora,Pinky
2007,405.97,0,Amet consectetur amet quiquia sed,Pinky
2010,1883.02,0,Aliquam dolorem neque dolor eius quiquia porro quisquam,Pinny
1992,435.54,0,Quisquam dolorem amet amet dolor,Pinta
1997,1375.10,0,Est quiquia voluptatem neque consectetur velit non numquam,Pippo
2018,1730.35,0,Eius dolor amet non numquam ut dolor,Pique
1997,88.65,0,Dolore est quiquia magnam consectetur quisquam quaerat dolore,Piran
2017,1719.62,0,Dolore etincidunt numquam neque quiquia numquam ipsum velit,Piran
1997,1559.97,0,Labore eius quiquia ut sed ut modi,Piran
2007,1974.24,0,Velit ut tempora velit adipisci,Pirate George
1984,108.61,0,Dolor velit tempora labore est adipisci sed velit,Pirate George
1995,281.95,0,Est numquam eius dolor amet modi,Pirouette
2004,149.80,0,Est ipsum quaerat eius sit,Pittsburgh
2014,1779.93,0,Dolore velit velit quaerat quaerat adipisci velit amet,Pittsburgh Penguins
1992,1034.81,0,Ipsum adipisci velit consectetur quaerat quiquia,Pittsburgh Pirates
2017,1586.69,0,Amet porro modi sed numquam quaerat eius,Pittsburgh Steelers
1994,1254.75,0,Eius porro modi tempora quiquia porro,Plex
2019,1639.07,0,Tempora etincidunt quisquam velit non numquam sit,Pluff
1982,686.71,0,Voluptatem neque aliquam ut quaerat labore quiquia,Plymouth
1981,130.45,0,Amet ipsum modi adipisci tempora dolorem,Pocus
1991,1816.21,0,Aliquam quaerat numquam eius,Poet
2009,1168.80,0,Labore tempora sed magnam tempora quisquam ipsum quaerat,Pogo
2005,1994.76,0,Ut dolor dolorem amet amet dolor ipsum,Pompey
1999,1024.67,0,Labore labore consectetur numquam amet neque amet adipisci,Pompoms
1981,1300.55,0,Quiquia voluptatem dolorem magnam numquam,Ponder
1981,696.93,0,Velit dolor velit numquam etincidunt dolor porro amet,Pongo
2012,1752.40,0,Est ipsum adipisci eius,Pongo
1999,1150.17,0,Ipsum non aliquam numquam porro,Poochie Poo
1981,1160.56,0,Dolor non ut quaerat quisquam labore voluptatem numquam,Poofie
2005,1174.29,0,Quisquam neque velit tempora quisquam,Poofie
2002,1109.75,0,Ut dolore sit non consectetur sed,Pooky
1994,680.11,0,Magnam eius dolorem magnam dolorem neque voluptatem,Pooky
2006,378.66,0,Etincidunt amet non quisquam,Poolside
1999,903.75,0,Tempora quiquia voluptatem voluptatem dolor aliquam velit,Poop
1993,30.98,0,Aliquam tempora magnam neque ut consectetur,Poopsie
1987,1905.13,0,Amet modi ut neque quaerat sit,Popcorn
2007,1901.71,0,Non adipisci tempora magnam labore velit sed,Pops
2015,15.59,0,Dolorem quiquia eius consectetur non,Pops
1994,71.19,0,Sed labore dolorem aliquam aliquam est non,Pops
1999,75.93,0,Sit magnam quiquia dolorem est consectetur voluptatem,Pops
2009,528.49,0,Dolor numquam tempora ipsum dolor quiquia velit velit,Poseidon
2016,1036.11,0,Neque magnam magnam est,Posy
2007,832.38,0,Quaerat etincidunt non labore,Pouch
1997,1492.12,0,Quisquam sit adipisci ipsum adipisci dolorem sit adipisci,Pounce
2016,96.10,0,Ipsum magnam est numquam quiquia etincidunt ipsum,Pounder
1988,305.89,0,Ipsum non velit sit dolor,Pounds
2013,771.41,0,Est etincidunt numquam eius quisquam,Prance
1994,1603.78,0,Magnam tempora est eius,Premier
2009,726.20,0,Adipisci sit quisquam etincidunt sed,Pretzels
1985,469.63,0,Quaerat porro consectetur est numquam voluptatem tempora dolorem,Prickles
1987,572.63,0,Aliquam consectetur tempora quiquia modi modi dolorem labore,Prickles
2019,979.09,0,Sed consectetur magnam labore quiquia adipisci ipsum,Pride
1996,309.93,0,Sit est sed etincidunt,Prima
2015,1440.31,0,Dolore adipisci sed voluptatem non tempora,Prince
2019,215.83,0,Etincidunt ut non eius velit,Princess
2004,1724.87,0,Velit dolore magnam sit quisquam quaerat,Princess Cadence
2010,1004.89,0,Modi sed ipsum dolore dolorem,Princess Celestia
1990,1429.50,0,Ipsum est numquam adipisci ut etincidunt adipisci consectetur,Princess Luna
1981,1191.90,0,Consectetur sit labore voluptatem,Princess Peppa
1980,612.11,0,Modi sit aliquam est modi,Princess Peppa
2003,512.48,0,Voluptatem ut sed dolorem ipsum etincidunt est non,Prinz von Gold
2012,506.68,0,Quisquam labore est ut dolor aliquam dolore,Promise
2002,397.70,0,Voluptatem quiquia modi labore,Promise
2008,543.34,0,Numquam quaerat est non etincidunt sit,Promise
2019,667.01,0,Adipisci amet tempora aliquam,Propeller
1996,1438.83,0,Quiquia voluptatem est dolor non modi est,Prunella
2006,902.09,0,Numquam consectetur dolorem adipisci modi,Pudding
1981,772.22,0,Sed dolorem labore consectetur sit,Puddles
2005,355.85,0,Tempora tempora porro magnam ipsum,Puffer
1995,1795.37,0,Etincidunt neque adipisci tempora dolore,Pugsly
1998,940.97,0,Quiquia sit quisquam neque est voluptatem ut,Punchers
2011,119.05,0,Ut porro dolore consectetur dolore ipsum numquam,Punchers
2001,1931.12,0,Non dolore consectetur sit ipsum porro,Punchline
1990,233.26,0,Quaerat aliquam modi sit,Pungo
1989,1054.17,0,Dolore numquam velit sed eius velit,Punk Hello Kitty
1982,1922.52,0,Porro consectetur neque numquam,Punkin Face
1989,606.30,0,Consectetur quisquam non magnam,Punkin Face
2003,211.40,0,Quaerat neque consectetur amet,Punxsutawn
1994,1052.22,0,Modi sed numquam dolor,Punxsutawn
1984,1970.99,0,Ipsum sed aliquam voluptatem ipsum ut ipsum dolor,Punxsutawney Phil
1994,806.76,0,Quaerat porro quaerat voluptatem magnam voluptatem quiquia modi,Punxsutawney Phil 2004
2009,1344.13,0,Dolor tempora consectetur porro,Punxsutawney Phil 2004
1998,963.48,0,Sit magnam velit est,Punxsutawney Phil 2005
1983,254.26,0,Consectetur dolorem est magnam dolor non voluptatem,Punxsutawney Phil 2005
2011,1097.78,0,Labore quiquia consectetur modi quiquia quaerat,Punxsutawney Phil 2006
2003,696.10,0,Voluptatem amet velit est est,Punxsutawney Phil 2006
2004,1414.69,0,Quaerat quaerat ut eius est quiquia ut,Punxsutawney Phil 2007
2009,504.63,0,Adipisci consectetur voluptatem est consectetur est,Punxsutawney Phil 2007
2014,1082.07,0,Quiquia consectetur consectetur est porro,Punxsutawney Phil 2008
2016,1316.75,0,Numquam quisquam quiquia consectetur est consectetur,Punxsutawney Phil 2008
2006,149.21,0,Tempora neque ipsum numquam quaerat etincidunt,Punxsutawney Phil 2009
2012,478.45,0,Quiquia quiquia porro consectetur dolor est,Puppy Claus
1999,306.99,0,Modi porro dolore numquam sed tempora modi,Purdy
1989,419.27,0,Magnam dolorem est numquam,Purr
2013,1124.72,0,Dolor dolor sit tempora,Purry
1986,1199.64,0,Porro aliquam dolor porro voluptatem,Puss In Boots
1980,951.39,0,Porro dolorem ut sed adipisci dolore dolorem,Puss in boots
2015,1689.71,0,Tempora aliquam ipsum neque,Quacker
1988,438.35,0,Numquam eius labore ipsum dolor non,Quacker
2007,1282.58,0,Quaerat modi non quaerat,Quackers
2010,1848.90,0,Porro sed etincidunt modi quisquam,Quackers
1995,483.04,0,Quisquam eius porro magnam etincidunt voluptatem ipsum,Quackington
2017,482.73,0,Velit neque porro labore dolore dolorem,Quackly
2001,632.66,0,Tempora neque porro sit amet neque,Quebec Iris Versicolor
1987,928.23,0,Consectetur labore sit aliquam magnam porro adipisci,Quiet
1980,53.90,0,Est velit numquam etincidunt quiquia,Quivers
1998,18.21,0,Ut quisquam magnam tempora,Rabbit
1994,683.16,0,Voluptatem dolorem etincidunt sit quisquam adipisci eius adipisci,Racer
2011,901.38,0,Sed numquam quaerat sed,Racer
2009,1380.10,0,Quiquia quisquam neque etincidunt eius adipisci dolor modi,Racer
1985,1581.97,0,Labore eius ipsum dolore adipisci,Racing gold
1984,1509.80,0,Tempora sed porro modi numquam,Racing gold
1987,1763.21,0,Eius velit dolor ipsum tempora labore,Racing gold
2017,654.25,0,Quisquam porro est porro numquam,Racing gold
1999,856.54,0,Modi labore modi etincidunt quiquia non,Racing gold
2019,501.28,0,Voluptatem eius neque quaerat dolor aliquam,Radar
1989,1884.59,0,Etincidunt tempora neque labore dolor,Rainbow
1994,1991.04,0,Quisquam quiquia velit quiquia quisquam,Rainbow Dash
2017,83.93,0,Eius ut ut dolorem aliquam voluptatem,Rainbow Dash
1999,1080.03,0,Voluptatem tempora sit velit magnam quisquam amet non,Rainbow Sock Monkey
2000,660.02,0,Aliquam est labore dolor magnam,Raine
1999,1202.42,0,Ut est sit dolorem numquam quiquia amet,Rally Doodle Dandy
2007,923.72,0,Labore modi amet eius dolore consectetur,Rally Monkey
2005,1013.09,0,Porro neque dolorem consectetur tempora,Ramble
2006,27.26,0,Porro porro voluptatem voluptatem non sed tempora quaerat,Raphael
1981,60.08,0,Velit adipisci dolore neque labore sit non dolor,Rarity
1998,1816.59,0,Non quaerat neque tempora aliquam modi etincidunt amet,Rarity
2004,864.47,0,Dolor labore ipsum quaerat amet modi,Rascal
1999,1099.66,0,Neque adipisci non dolorem,Rastamouse
1982,1580.76,0,Etincidunt dolore neque non numquam dolore,Rat
1990,593.60,0,Tempora numquam dolorem dolore eius ipsum modi quaerat,Ratzo
1994,120.13,0,Eius dolorem tempora porro consectetur,Ratzo
2005,1028.82,0,Dolor amet voluptatem sit non etincidunt,Razor
1981,238.08,0,Ipsum sit consectetur quiquia voluptatem quiquia labore tempora,Rebecca Rabbit
1997,302.99,0,Labore consectetur consectetur ut non aliquam amet numquam,Red
2000,489.95,0,Dolore quisquam tempora consectetur est dolor quaerat sed,Red
1988,1318.56,0,Numquam eius aliquam magnam,Redford
1999,1584.09,0,Ipsum porro adipisci quaerat consectetur magnam aliquam,Reefs
2006,1074.53,0,Porro voluptatem velit tempora,Reese
2010,613.54,0,Porro ut neque labore,Regal
1988,372.46,0,Tempora adipisci aliquam numquam adipisci sit,Rescue
2001,943.15,0,Numquam eius quiquia adipisci magnam labore,Rescue
1988,131.98,0,Non dolorem dolore consectetur adipisci est,Rescue
2018,1247.26,0,Modi voluptatem adipisci eius etincidunt porro,Retro Hello Kitty
1997,1987.03,0,Porro labore aliquam etincidunt,Rex
1986,868.37,0,Quiquia quisquam ut voluptatem est porro porro,Rhapsody
1996,1676.61,0,Ut quaerat dolore ipsum amet,Richie
1988,1302.60,0,Aliquam neque tempora neque dolor labore,Ricky
1996,82.94,0,Consectetur sit quaerat dolore voluptatem est,Rico
1986,514.69,0,Quaerat sit magnam quiquia modi,Ricochet
2000,1038.46,0,Sed voluptatem neque quiquia ipsum quisquam non,Riggins
1991,495.64,0,Non dolor ut adipisci,Righty
1990,1571.86,0,Tempora quiquia adipisci amet,Righty
1991,964.20,0,Ut eius neque neque quisquam magnam etincidunt est,Righty 2000
2013,1191.45,0,Amet consectetur tempora quaerat eius amet,Righty 2004
1998,933.62,0,Aliquam porro ut sit voluptatem,Ringo
1988,550.24,0,Non est ipsum tempora aliquam neque modi,Rintoo
2000,279.15,0,Porro quaerat neque quiquia amet dolor etincidunt,Roam
2016,807.79,0,Numquam consectetur est sit labore,Roary
2014,1240.01,0,Labore quiquia amet consectetur numquam,Rock Hello Kitty
1983,1729.69,0,Etincidunt est voluptatem velit modi sit eius sed,Rocket
1980,1078.28,0,Magnam non modi ipsum quisquam tempora voluptatem,Roger
1984,1340.48,0,Numquam non neque sit sed consectetur,Romance
1990,866.21,0,Sit quiquia sed non,Romeo & Juliet
2018,1786.86,0,Sed ut magnam tempora,Romeo
1994,1933.92,0,Est aliquam tempora neque,Ronald McDonald
1981,137.64,0,Dolore velit neque neque non magnam,Ronnie
1991,237.43,0,Dolorem sed neque porro neque sit tempora,Rooftop
1999,1926.32,0,Est labore voluptatem quisquam numquam dolor,Rooster
2001,385.51,0,Etincidunt ut dolorem eius sed numquam,Rootbeer
2016,166.49,0,Numquam dolorem consectetur magnam,Roscoe
1994,841.91,0,Quaerat consectetur sed porro,Rose
1982,236.92,0,Sit dolorem ut quisquam sit modi dolor,Rosita
2006,891.75,0,Dolorem sit est numquam eius est quisquam,Rover
1989,539.88,0,Sed magnam porro quisquam consectetur,Rowdy
1988,1100.33,0,Magnam sit voluptatem adipisci consectetur sit,Rowdy
2017,1862.60,0,Non quaerat labore ut ut ut quaerat,Roxie
1988,757.97,0,Adipisci numquam quaerat non sed,Ruby
2015,578.28,0,Ut quaerat tempora etincidunt numquam,Ruby
1984,423.14,0,Sed sed magnam est dolore ipsum,Ruddle
1988,1178.86,0,Labore aliquam consectetur etincidunt dolore,Rudy
2008,1961.34,0,Est aliquam ipsum eius etincidunt labore sed non,Rufus
1992,1834.53,0,Labore dolore non voluptatem quiquia quaerat,Rufus
1982,1320.39,0,Velit labore tempora ut,Rumba
2003,900.03,0,Neque quisquam eius numquam non sit est voluptatem,Runner
1993,1274.30,0,Est quisquam sit ut magnam,Rusty
1999,1284.91,0,Amet sed magnam quaerat,Ryan Newman #12
1990,279.87,0,Non ut adipisci dolore labore,SCARED
1990,1424.38,0,Numquam dolor voluptatem voluptatem,SMOOCH
2000,402.48,0,Sit velit dolor labore amet aliquam adipisci dolor,SUNGOLIATH
2003,1284.35,0,Ut quiquia sit etincidunt magnam,SWAMPFIRE
2015,693.26,0,Neque aliquam dolor tempora quaerat adipisci sit consectetur,Saddle
1993,586.91,0,Consectetur ut est magnam adipisci,Sadie
2009,1611.13,0,Porro quisquam consectetur labore non,Saffron
2011,378.54,0,Sed ipsum non eius,Sahara
1987,1054.95,0,Voluptatem dolor dolore magnam eius aliquam velit,Sakura
2019,705.27,0,Dolore eius quisquam labore numquam neque amet est,Sakura II
1994,1434.77,0,Dolore eius aliquam dolore aliquam,Salute
2014,1344.24,0,Labore eius dolorem tempora adipisci sit amet,Salute
2004,425.20,0,Amet sed sed velit magnam,Sam
2017,1793.32,0,Amet dolorem dolor numquam,Sam
2013,1958.25,0,Dolore velit quisquam eius,Sam
1991,422.23,0,Eius numquam ipsum quiquia velit quiquia,Sammy
2005,1067.00,0,Velit adipisci ut modi quaerat quaerat etincidunt,Sampson
2008,1966.13,0,Sit quaerat sit consectetur est quiquia,San Francisco
2011,1858.97,0,Modi dolorem dolore dolorem porro,San Francisco 49ers
2017,1567.75,0,Quaerat velit labore tempora dolore magnam adipisci,San Francisco Giants
1980,1738.61,0,Dolorem velit eius porro,Sandals
1984,1198.97,0,Sed modi voluptatem modi,Santa
2011,1200.62,0,Est consectetur etincidunt sed est sed,Santa Maria
1998,399.38,0,Magnam eius neque modi tempora eius ipsum non,Sapphire
2019,361.56,0,Ut labore dolorem aliquam etincidunt sit non consectetur,Sarge
1992,369.01,0,Sit porro eius amet,Scaly
2000,991.82,0,Ipsum neque amet non amet velit modi quiquia,Scampy
2015,1121.65,0,Magnam dolor dolor aliquam voluptatem non tempora,Scaredy
1986,1939.26,0,Dolorem tempora quaerat non,Scarem
2000,372.78,0,Tempora neque quisquam est dolorem etincidunt adipisci,Scares
2005,1929.49,0,Aliquam numquam quaerat non quaerat aliquam quaerat,Scary
2011,183.91,0,Ipsum non adipisci quaerat aliquam,Scat
2010,281.62,0,Dolor dolor dolorem dolor aliquam adipisci non dolore,Schnitzel
1984,651.62,0,Ipsum eius adipisci ipsum etincidunt,Scholar
1996,408.00,0,Porro adipisci ut sit sit ipsum labore consectetur,Scholars
1993,683.80,0,Labore dolor sit neque tempora,Scholars
1995,1130.74,0,Consectetur quaerat neque non ut,School Rocks
2012,1055.86,0,Quisquam non velit dolore sit numquam ipsum,School Rocks
1984,1602.24,0,Quaerat consectetur ut non dolor,School Rocks
1988,9.55,0,Modi adipisci dolore numquam porro,Schweetheart
2003,1759.00,0,Sed labore sit porro dolorem,Schweetheart
1990,1682.51,0,Labore velit labore non neque,Schweetheart
2000,740.76,0,Quaerat consectetur etincidunt porro porro quiquia sit neque,Scooby
2002,1985.51,0,Consectetur labore porro non sed numquam amet,Scooby
2016,1428.49,0,Modi dolore dolore tempora est,Scooby
1992,822.34,0,Aliquam aliquam voluptatem voluptatem dolor ut,Scooby
1985,324.61,0,Quisquam non sed ut aliquam etincidunt adipisci amet,Scooby
2006,836.08,0,Labore quisquam velit est,Scoop
1991,1730.93,0,Dolorem etincidunt velit non quaerat,Scorch
1986,1666.86,0,Labore voluptatem sit amet modi,Scotland
1996,1501.61,0,Quaerat sed eius aliquam aliquam,Scotland
2000,911.48,0,Aliquam labore sed velit ipsum neque labore sed,Scottie
1980,434.40,0,Magnam dolorem modi magnam magnam,Scrappy
2013,1929.27,0,Velit dolore non non numquam labore dolorem eius,Scrat
1989,708.92,0,Quiquia etincidunt voluptatem ipsum voluptatem velit tempora labore,Scratchy
2001,1272.83,0,Sit numquam etincidunt tempora ipsum adipisci,Scrum
1998,1619.27,0,Sed neque dolor porro,Scurry
2018,356.46,0,Ipsum velit magnam numquam adipisci tempora sed,Seadog
1991,1188.37,0,Non modi non quisquam ipsum quaerat,Seamore
2001,1554.54,0,Quiquia modi velit voluptatem velit adipisci est amet,Seattle
2010,385.78,0,Adipisci adipisci quiquia sit ut,Seattle Seahawks
1989,872.87,0,Est dolorem tempora est amet porro tempora,Seaweed
1986,778.79,0,Velit magnam sit quiquia adipisci amet,Secret
1989,1048.78,0,Quaerat sed tempora ut voluptatem non labore velit,Secretariat
2009,709.73,0,Ut voluptatem tempora dolor numquam amet voluptatem porro,Secretariat
1991,1355.76,0,Est etincidunt magnam quisquam sit amet,Senna
1997,1460.63,0,Quaerat tempora aliquam dolore non sit sit neque,Senna
1989,1577.86,0,Labore neque dolor amet dolor modi aliquam,Senna
2003,904.95,0,Dolorem non eius est quiquia consectetur modi neque,September
1980,1855.94,0,Magnam magnam eius non quaerat porro est velit,September
1981,1283.24,0,Labore est aliquam aliquam adipisci,Sequoia
1994,1423.26,0,Est sed tempora ipsum adipisci consectetur etincidunt labore,Sequoia
2002,1830.52,0,Numquam velit ipsum numquam sit velit magnam,Serenade
2001,1751.32,0,Ut velit numquam dolorem magnam ut ut consectetur,Serenity
1983,476.83,0,Porro sed ut velit sed etincidunt dolorem,Shake
2011,9.20,0,Porro quaerat tempora porro eius amet,Shampoodle
2018,1469.14,0,Non quiquia porro quisquam ipsum,Shamrock
1994,1045.31,0,Quaerat magnam est dolor amet adipisci eius,ShaqBear
1998,565.31,0,Quaerat ut dolorem etincidunt etincidunt adipisci,Shasta
2008,133.58,0,Aliquam numquam adipisci quiquia,Shearsly
2018,686.26,0,Velit numquam eius sit sed dolorem labore magnam,Sheba
1991,958.05,0,Quiquia ut aliquam adipisci quisquam sit,Sheepishly
2018,1289.48,0,Sit dolorem adipisci magnam voluptatem magnam numquam porro,Sheets
1990,690.17,0,Numquam dolor neque consectetur amet dolore,Sheldon J. Plankton
2001,1520.98,0,Numquam etincidunt magnam non quiquia dolor labore quiquia,Sherbet
2000,864.45,0,Porro amet non aliquam,Sherbet
1987,1360.47,0,Neque quiquia neque ut est quaerat,Sherbet
1992,64.20,0,Etincidunt velit magnam ut quiquia dolor dolor,Sherbet
1998,1652.07,0,Velit modi labore porro sed quiquia,Sherbet
2010,244.90,0,Quiquia modi ut magnam,Sherbet
1992,1662.14,0,Eius neque dolor porro adipisci aliquam,Sherbet
1998,1221.36,0,Labore amet consectetur porro,Sherwood
1985,1834.70,0,Consectetur velit ut labore modi dolore quisquam amet,Shi Shi
1991,1190.88,0,Dolorem est numquam est est,ShiShi
2016,1603.77,0,Voluptatem magnam est dolore dolore ut velit neque,Shiloh
2019,1628.84,0,Ut modi quiquia quiquia dolor sit dolore,Shivers
1997,1047.41,0,Etincidunt etincidunt velit aliquam amet,Shocks
1999,1297.86,0,Quiquia ut etincidunt adipisci dolorem est adipisci voluptatem,Shooting Star
2019,773.72,0,Modi est quiquia consectetur amet ipsum tempora dolorem,Shooting Star
1984,1598.42,0,Est sed quisquam dolore dolor,Shortstop
2007,1954.11,0,Labore aliquam velit sed modi consectetur quisquam non,Shrek
2003,1778.81,0,Est aliquam est dolorem modi magnam consectetur,Shudders
2007,1418.25,0,Ipsum labore quiquia sed dolor,Siam
1995,71.84,0,Neque dolorem velit amet,Siberia
1986,266.85,0,Quaerat voluptatem est ipsum quiquia,Sid
1994,373.70,0,Dolor dolore porro consectetur,Side
1990,1050.73,0,Velit modi numquam tempora neque numquam,Siesta
2008,566.31,0,Quisquam consectetur etincidunt velit quisquam ut velit,Silent Night Star
1997,1860.82,0,Quisquam est modi est,Silver
2003,1979.98,0,Modi est modi aliquam dolor tempora,Silver
2013,233.42,0,Quiquia adipisci quaerat sed amet,Simon
1991,1994.89,0,Aliquam labore numquam sit ipsum,Simon
1998,188.30,0,Magnam magnam labore quisquam modi porro,Singabear
2018,1903.43,0,Numquam dolor adipisci magnam,Singapore
2003,901.39,0,Dolorem porro porro non non modi dolor eius,Sis
2001,1727.62,0,Dolorem eius dolore sed,Sizzle
1993,802.08,0,Aliquam dolorem sit voluptatem aliquam tempora aliquam numquam,Skipper
1987,757.26,0,Voluptatem numquam adipisci dolorem ut,Skips
1992,340.28,0,Magnam ut dolore tempora ut dolor labore,Skis
2000,1374.33,0,Labore quaerat sit quisquam,Skunkers
1981,1117.94,0,Non voluptatem aliquam labore labore dolore,Slamdunk
2000,683.85,0,Eius velit est velit sit dolore aliquam,Slapshot
1990,254.82,0,Dolor etincidunt est est eius,Slayer
2010,848.82,0,Labore sit dolore porro ut aliquam ut,Sledder
1995,1681.81,0,Velit etincidunt neque dolor non porro aliquam modi,Sledder
1989,327.43,0,Est sit est eius aliquam ut magnam,Sledge
1985,1680.40,0,Modi quiquia ipsum porro dolorem modi,Sleighbelle
2017,1575.39,0,Numquam sit aliquam numquam est porro est,Sleighride
1989,770.15,0,Sed amet non voluptatem est,Slick
1980,1200.07,0,Numquam tempora est eius voluptatem quisquam,Slippery
1993,1493.70,0,Neque tempora numquam non quaerat porro,Slither
2005,379.17,0,Est adipisci quiquia velit eius,Slithery
2011,68.00,0,Aliquam tempora tempora voluptatem non dolor quisquam,Slowpoke
